year,date,rank,name,grade,athlete_number,time,temperature,apparent_temperature,humidity,precipitation,wind_speed,wind_gusts
2015,2015-08-23 16:10:00,13,西田 凌,1,294,1039.54,23.1135,24.925507,70.31223,0.2,5.7599998,19.8
2015,2015-08-23 16:10:00,14,横山 颯大,2,1292,1045.62,23.1135,24.925507,70.31223,0.2,5.7599998,19.8
2015,2015-08-23 16:10:00,15,瀬能 拓真,2,29,1046.51,23.1135,24.925507,70.31223,0.2,5.7599998,19.8
2015,2015-08-23 16:10:00,16,和佐田 隆太,2,860,1046.91,23.1135,24.925507,70.31223,0.2,5.7599998,19.8
2014,2014-08-23 16:00:00,1,成田 悠汰,2,1323,906.25,23.6635,26.133007,83.814735,1.9,12.24,52.56
2014,2014-08-23 16:00:00,2,小松 陽平,2,1421,947.66,23.6635,26.133007,83.814735,1.9,12.24,52.56
2014,2014-08-23 16:00:00,3,佐々木 涼雅,2,1420,948.36,23.6635,26.133007,83.814735,1.9,12.24,52.56
2014,2014-08-23 16:00:00,4,石川 真也,1,1055,960.51,23.6635,26.133007,83.814735,1.9,12.24,52.56
2014,2014-08-23 16:00:00,5,藤崎 森羅,2,1044,961.44,23.6635,26.133007,83.814735,1.9,12.24,52.56
2014,2014-08-23 16:00:00,6,作田 雅之,2,848,973.2,23.6635,26.133007,83.814735,1.9,12.24,52.56
2014,2014-08-23 16:00:00,7,真子 隆臣,2,652,985.67,23.6635,26.133007,83.814735,1.9,12.24,52.56
2014,2014-08-23 16:00:00,8,谷 憲廣,2,227,987.9,23.6635,26.133007,83.814735,1.9,12.24,52.56
2014,2014-08-23 16:00:00,9,津島 奨恩,2,611,1000.4,23.6635,26.133007,83.814735,1.9,12.24,52.56
2014,2014-08-23 16:00:00,10,細川 怜央,2,920,1004.89,23.6635,26.133007,83.814735,1.9,12.24,52.56
2014,2014-08-23 16:00:00,11,有野 考亮,1,564,1029.84,23.6635,26.133007,83.814735,1.9,12.24,52.56
2014,2014-08-23 16:00:00,12,松浦 光汰,2,1490,1034.96,23.6635,26.133007,83.814735,1.9,12.24,52.56
2014,2014-08-23 16:00:00,13,竹田 一貴,1,239,1047.45,23.6635,26.133007,83.814735,1.9,12.24,52.56
2014,2014-08-23 16:00:00,14,稀代 雅也,2,1247,1049.22,23.6635,26.133007,83.814735,1.9,12.24,52.56
2014,2014-08-23 16:00:00,15,和佐田 隆太,1,860,1049.35,23.6635,26.133007,83.814735,1.9,12.24,52.56
2014,2014-08-23 16:00:00,16,佐藤 啓俊,2,799,1049.93,23.6635,26.133007,83.814735,1.9,12.24,52.56
2014,2014-08-23 16:00:00,17,濱谷 秀之,2,363,1067.95,23.6635,26.133007,83.814735,1.9,12.24,52.56
2014,2014-08-23 16:00:00,18,三上 剛輝,1,620,1069.99,23.6635,26.133007,83.814735,1.9,12.24,52.56
2014,2014-08-23 16:00:00,19,辻内 晴,1,1170,1071.36,23.6635,26.133007,83.814735,1.9,12.24,52.56
2014,2014-08-23 16:00:00,20,谷内 誠也,2,520,1076.37,23.6635,26.133007,83.814735,1.9,12.24,52.56
2014,2014-08-23 16:00:00,21,川口 大聖,2,278,1077.31,23.6635,26.133007,83.814735,1.9,12.24,52.56
2014,2014-08-23 16:00:00,22,新谷 夏輝,1,203,1090.21,23.6635,26.133007,83.814735,1.9,12.24,52.56
2014,2014-08-23 16:00:00,23,小松 大祐,2,559,1093.21,23.6635,26.133007,83.814735,1.9,12.24,52.56
2014,2014-08-23 16:00:00,24,松尾 秀哉,1,202,1099.47,23.6635,26.133007,83.814735,1.9,12.24,52.56
2014,2014-08-23 16:00:00,25,東 泰地,2,800,1100.19,23.6635,26.133007,83.814735,1.9,12.24,52.56
2014,2014-08-23 16:00:00,26,佐野 亮介,1,766,1101.39,23.6635,26.133007,83.814735,1.9,12.24,52.56
2014,2014-08-23 16:00:00,27,小玉 拓哉,2,36,1113.9,23.6635,26.133007,83.814735,1.9,12.24,52.56
2014,2014-08-23 16:00:00,28,加藤 優介,2,361,1115.35,23.6635,26.133007,83.814735,1.9,12.24,52.56
2014,2014-08-23 16:00:00,29,石井 夕葵,1,8096,1119.67,23.6635,26.133007,83.814735,1.9,12.24,52.56
2014,2014-08-23 16:00:00,30,米道 匡哉,1,1381,1124.73,23.6635,26.133007,83.814735,1.9,12.24,52.56
2014,2014-08-23 16:00:00,31,滝沢 統威,1,74,1125.0,23.6635,26.133007,83.814735,1.9,12.24,52.56
2014,2014-08-23 16:00:00,32,可児 涼真,1,1259,1127.61,23.6635,26.133007,83.814735,1.9,12.24,52.56
2014,2014-08-23 16:00:00,33,簗場 海晴,2,38,1128.98,23.6635,26.133007,83.814735,1.9,12.24,52.56
2014,2014-08-23 16:00:00,34,推名 考太,1,8092,1134.65,23.6635,26.133007,83.814735,1.9,12.24,52.56
2014,2014-08-23 16:00:00,35,鬼柳 亘,1,1396,1148.35,23.6635,26.133007,83.814735,1.9,12.24,52.56
2014,2014-08-23 16:00:00,36,三浦 翔太,1,425,1159.95,23.6635,26.133007,83.814735,1.9,12.24,52.56
2014,2014-08-23 16:00:00,37,正岡 貫太,2,522,1161.12,23.6635,26.133007,83.814735,1.9,12.24,52.56
2014,2014-08-23 16:00:00,38,松井 和也,2,285,1174.91,23.6635,26.133007,83.814735,1.9,12.24,52.56
2014,2014-08-23 16:00:00,39,栗山 飛翔,2,923,1189.0,23.6635,26.133007,83.814735,1.9,12.24,52.56
2014,2014-08-23 16:00:00,40,大槻 匠,1,1167,1193.53,23.6635,26.133007,83.814735,1.9,12.24,52.56
2014,2014-08-23 16:00:00,41,中西 貴大,1,8039,1215.42,23.6635,26.133007,83.814735,1.9,12.24,52.56
2014,2014-08-23 16:00:00,42,森 駿介,1,1358,1246.35,23.6635,26.133007,83.814735,1.9,12.24,52.56
2013,2013-08-31 16:00:00,1,新関 友基,2,1222,916.52,18.563501,18.913486,92.43949,1.0,15.509274,40.32
2013,2013-08-31 16:00:00,2,小松 陽平,1,1312,917.4,18.563501,18.913486,92.43949,1.0,15.509274,40.32
2013,2013-08-31 16:00:00,3,平野 秀一,2,1225,917.63,18.563501,18.913486,92.43949,1.0,15.509274,40.32
2013,2013-08-31 16:00:00,4,山川 莞介,2,1291,934.19,18.563501,18.913486,92.43949,1.0,15.509274,40.32
2013,2013-08-31 16:00:00,5,金綱 航平,2,793,941.76,18.563501,18.913486,92.43949,1.0,15.509274,40.32
2013,2013-08-31 16:00:00,6,藤崎 森羅,1,994,950.92,18.563501,18.913486,92.43949,1.0,15.509274,40.32
2013,2013-08-31 16:00:00,7,作田 雅之,1,801,973.23,18.563501,18.913486,92.43949,1.0,15.509274,40.32
2013,2013-08-31 16:00:00,8,久保田 恭平,1,993,978.15,18.563501,18.913486,92.43949,1.0,15.509274,40.32
2013,2013-08-31 16:00:00,9,牧野 達也,2,352,1000.17,18.563501,18.913486,92.43949,1.0,15.509274,40.32
2013,2013-08-31 16:00:00,10,長荑 薫平,1,8085,1000.22,18.563501,18.913486,92.43949,1.0,15.509274,40.32
2013,2013-08-31 16:00:00,11,井畑 侑志,2,1413,1008.23,18.563501,18.913486,92.43949,1.0,15.509274,40.32
2013,2013-08-31 16:00:00,12,柴田 優太朗,2,820,1014.18,18.563501,18.913486,92.43949,1.0,15.509274,40.32
2013,2013-08-31 16:00:00,13,濱谷 秀之,1,8091,1016.56,18.563501,18.913486,92.43949,1.0,15.509274,40.32
2013,2013-08-31 16:00:00,14,山根 司,1,930,1030.71,18.563501,18.913486,92.43949,1.0,15.509274,40.32
2013,2013-08-31 16:00:00,15,東谷 和時,2,749,1033.47,18.563501,18.913486,92.43949,1.0,15.509274,40.32
2013,2013-08-31 16:00:00,16,山粼 健太郎,2,405,1040.73,18.563501,18.913486,92.43949,1.0,15.509274,40.32
2013,2013-08-31 16:00:00,17,川上 雄大,2,349,1045.72,18.563501,18.913486,92.43949,1.0,15.509274,40.32
2013,2013-08-31 16:00:00,18,住吉 佑斗,2,606,1045.73,18.563501,18.913486,92.43949,1.0,15.509274,40.32
2013,2013-08-31 16:00:00,19,津島 奨恩,1,556,1048.42,18.563501,18.913486,92.43949,1.0,15.509274,40.32
2013,2013-08-31 16:00:00,20,佐藤 啓俊,1,759,1052.52,18.563501,18.913486,92.43949,1.0,15.509274,40.32
2013,2013-08-31 16:00:00,21,古川 航気,2,199,1053.97,18.563501,18.913486,92.43949,1.0,15.509274,40.32
2013,2013-08-31 16:00:00,22,佐藤 寛通,1,519,1056.51,18.563501,18.913486,92.43949,1.0,15.509274,40.32
2013,2013-08-31 16:00:00,23,伊藤 翼,2,1071,1056.93,18.563501,18.913486,92.43949,1.0,15.509274,40.32
2013,2013-08-31 16:00:00,24,真子 隆臣,1,582,1060.32,18.563501,18.913486,92.43949,1.0,15.509274,40.32
2013,2013-08-31 16:00:00,25,塚本 蔵人,2,244,1060.5,18.563501,18.913486,92.43949,1.0,15.509274,40.32
2013,2013-08-31 16:00:00,26,川口 大聖,1,249,1063.0,18.563501,18.913486,92.43949,1.0,15.509274,40.32
2013,2013-08-31 16:00:00,27,阿部 拓希,2,1021,1065.8,18.563501,18.913486,92.43949,1.0,15.509274,40.32
2013,2013-08-31 16:00:00,28,稀代 雅也,1,1162,1070.71,18.563501,18.913486,92.43949,1.0,15.509274,40.32
2013,2013-08-31 16:00:00,29,奥山 和希,2,54,1072.67,18.563501,18.913486,92.43949,1.0,15.509274,40.32
2013,2013-08-31 16:00:00,30,荒井 良太,2,1257,1073.24,18.563501,18.913486,92.43949,1.0,15.509274,40.32
2013,2013-08-31 16:00:00,31,煎本 祐輝,2,101,1073.52,18.563501,18.913486,92.43949,1.0,15.509274,40.32
2013,2013-08-31 16:00:00,32,谷内 誠也,1,461,1074.26,18.563501,18.913486,92.43949,1.0,15.509274,40.32
2013,2013-08-31 16:00:00,33,大井 翔馬,2,196,1079.64,18.563501,18.913486,92.43949,1.0,15.509274,40.32
2013,2013-08-31 16:00:00,34,渡辺 智揮,2,1429,1089.17,18.563501,18.913486,92.43949,1.0,15.509274,40.32
2013,2013-08-31 16:00:00,35,中村 雄太,2,630,1097.7,18.563501,18.913486,92.43949,1.0,15.509274,40.32
2013,2013-08-31 16:00:00,36,小松 大祐,1,8074,1099.57,18.563501,18.913486,92.43949,1.0,15.509274,40.32
2013,2013-08-31 16:00:00,37,佐々木 翔,1,124,1105.51,18.563501,18.913486,92.43949,1.0,15.509274,40.32
2013,2013-08-31 16:00:00,38,小玉 拓哉,1,40,1110.56,18.563501,18.913486,92.43949,1.0,15.509274,40.32
2013,2013-08-31 16:00:00,39,林 虎次郎,2,548,1110.98,18.563501,18.913486,92.43949,1.0,15.509274,40.32
2013,2013-08-31 16:00:00,40,山本 祥也,2,907,1112.19,18.563501,18.913486,92.43949,1.0,15.509274,40.32
2013,2013-08-31 16:00:00,41,岩部 知輝,1,57,1115.9,18.563501,18.913486,92.43949,1.0,15.509274,40.32
2013,2013-08-31 16:00:00,42,石垣 共基,2,635,1117.79,18.563501,18.913486,92.43949,1.0,15.509274,40.32
2013,2013-08-31 16:00:00,43,森 将太,1,731,1137.32,18.563501,18.913486,92.43949,1.0,15.509274,40.32
2013,2013-08-31 16:00:00,44,鐵野 史也,1,1064,1147.99,18.563501,18.913486,92.43949,1.0,15.509274,40.32
2013,2013-08-31 16:00:00,45,簗場 海晴,1,42,1150.3,18.563501,18.913486,92.43949,1.0,15.509274,40.32
2013,2013-08-31 16:00:00,46,越後谷 駿,2,177,1157.66,18.563501,18.913486,92.43949,1.0,15.509274,40.32
2013,2013-08-31 16:00:00,47,中島 健翔,1,1395,1177.78,18.563501,18.913486,92.43949,1.0,15.509274,40.32
2013,2013-08-31 16:00:00,48,栗山 飛翔,1,852,1222.11,18.563501,18.913486,92.43949,1.0,15.509274,40.32
2012,2012-09-01 15:30:00,1,新関 涼介,2,1209,913.74,26.813501,29.316586,72.98249,0.0,14.917212,35.64
2012,2012-09-01 15:30:00,2,野田 克哉,1,1224,946.55,26.813501,29.316586,72.98249,0.0,14.917212,35.64
2012,2012-09-01 15:30:00,3,山岸 光耀,2,1301,946.85,26.813501,29.316586,72.98249,0.0,14.917212,35.64
2012,2012-09-01 15:30:00,4,山川 莞介,1,1313,955.04,26.813501,29.316586,72.98249,0.0,14.917212,35.64
2012,2012-09-01 15:30:00,5,宿谷 涼太郎,2,1083,994.51,26.813501,29.316586,72.98249,0.0,14.917212,35.64
2012,2012-09-01 15:30:00,6,金綱 航平,1,796,996.4,26.813501,29.316586,72.98249,0.0,14.917212,35.64
2012,2012-09-01 15:30:00,7,原 裕馬,2,170,999.8,26.813501,29.316586,72.98249,0.0,14.917212,35.64
2012,2012-09-01 15:30:00,8,飯島 颯太,2,194,1010.11,26.813501,29.316586,72.98249,0.0,14.917212,35.64
2012,2012-09-01 15:30:00,9,多田 尚之,2,753,1015.14,26.813501,29.316586,72.98249,0.0,14.917212,35.64
2012,2012-09-01 15:30:00,10,石原 尚樹,2,101,1018.51,26.813501,29.316586,72.98249,0.0,14.917212,35.64
2012,2012-09-01 15:30:00,11,樋口 星斗,2,953,1019.77,26.813501,29.316586,72.98249,0.0,14.917212,35.64
2012,2012-09-01 15:30:00,12,井畑 侑志,1,1413,1026.92,26.813501,29.316586,72.98249,0.0,14.917212,35.64
2012,2012-09-01 15:30:00,13,石原 耕貴,2,100,1036.77,26.813501,29.316586,72.98249,0.0,14.917212,35.64
2012,2012-09-01 15:30:00,14,品田 優希,2,701,1041.61,26.813501,29.316586,72.98249,0.0,14.917212,35.64
2012,2012-09-01 15:30:00,15,紺野 翼,2,1172,1049.13,26.813501,29.316586,72.98249,0.0,14.917212,35.64
2012,2012-09-01 15:30:00,16,岡野 匠,2,223,1050.11,26.813501,29.316586,72.98249,0.0,14.917212,35.64
2012,2012-09-01 15:30:00,17,菊地 諒,1,36,1057.76,26.813501,29.316586,72.98249,0.0,14.917212,35.64
2012,2012-09-01 15:30:00,18,牧野 達也,1,361,1066.48,26.813501,29.316586,72.98249,0.0,14.917212,35.64
2012,2012-09-01 15:30:00,19,椎谷 祐太郎,2,190,1071.39,26.813501,29.316586,72.98249,0.0,14.917212,35.64
2012,2012-09-01 15:30:00,20,佐藤 航平,2,1477,1072.03,26.813501,29.316586,72.98249,0.0,14.917212,35.64
2012,2012-09-01 15:30:00,21,鎌田 大樹,1,1089,1074.0,26.813501,29.316586,72.98249,0.0,14.917212,35.64
2012,2012-09-01 15:30:00,22,及川 竜矢,1,958,1076.0,26.813501,29.316586,72.98249,0.0,14.917212,35.64
2012,2012-09-01 15:30:00,23,山粼 健太郎,1,405,1076.25,26.813501,29.316586,72.98249,0.0,14.917212,35.64
2012,2012-09-01 15:30:00,24,北條 森,2,78,1079.17,26.813501,29.316586,72.98249,0.0,14.917212,35.64
2012,2012-09-01 15:30:00,25,阿部 寛行,2,881,1080.96,26.813501,29.316586,72.98249,0.0,14.917212,35.64
2012,2012-09-01 15:30:00,26,丸藤 和大,1,1177,1083.66,26.813501,29.316586,72.98249,0.0,14.917212,35.64
2012,2012-09-01 15:30:00,27,中村 伊織,1,472,1088.01,26.813501,29.316586,72.98249,0.0,14.917212,35.64
2012,2012-09-01 15:30:00,28,小西 和哉,1,511,1093.72,26.813501,29.316586,72.98249,0.0,14.917212,35.64
2012,2012-09-01 15:30:00,29,塚本 蔵人,1,252,1094.76,26.813501,29.316586,72.98249,0.0,14.917212,35.64
2012,2012-09-01 15:30:00,30,山本 高太郎,1,1132,1098.31,26.813501,29.316586,72.98249,0.0,14.917212,35.64
2012,2012-09-01 15:30:00,31,柴田 優太朗,1,820,1098.75,26.813501,29.316586,72.98249,0.0,14.917212,35.64
2012,2012-09-01 15:30:00,32,久保 宥吾,2,357,1107.37,26.813501,29.316586,72.98249,0.0,14.917212,35.64
2012,2012-09-01 15:30:00,33,荒井 良太,1,1257,1107.72,26.813501,29.316586,72.98249,0.0,14.917212,35.64
2012,2012-09-01 15:30:00,34,宗本 大督,2,754,1115.84,26.813501,29.316586,72.98249,0.0,14.917212,35.64
2012,2012-09-01 15:30:00,35,鶴田 将也,1,1035,1119.29,26.813501,29.316586,72.98249,0.0,14.917212,35.64
2012,2012-09-01 15:30:00,36,荒屋 将大,2,989,1136.27,26.813501,29.316586,72.98249,0.0,14.917212,35.64
2012,2012-09-01 15:30:00,37,島倉 佑太,1,512,1148.5,26.813501,29.316586,72.98249,0.0,14.917212,35.64
2012,2012-09-01 15:30:00,38,上原 亮太,2,139,1149.26,26.813501,29.316586,72.98249,0.0,14.917212,35.64
2012,2012-09-01 15:30:00,39,中川 哲哉,2,1423,1152.13,26.813501,29.316586,72.98249,0.0,14.917212,35.64
2012,2012-09-01 15:30:00,40,種市 大輝,1,1495,1156.32,26.813501,29.316586,72.98249,0.0,14.917212,35.64
2012,2012-09-01 15:30:00,41,田村 駿也,2,985,1161.23,26.813501,29.316586,72.98249,0.0,14.917212,35.64
2012,2012-09-01 15:30:00,42,伊藤 翼,1,1071,1162.78,26.813501,29.316586,72.98249,0.0,14.917212,35.64
2012,2012-09-01 15:30:00,43,南部 和也,1,140,1171.21,26.813501,29.316586,72.98249,0.0,14.917212,35.64
2012,2012-09-01 15:30:00,44,金子 大樹,1,585,1174.88,26.813501,29.316586,72.98249,0.0,14.917212,35.64
2012,2012-09-01 15:30:00,45,佐々木 大河,2,1372,1178.41,26.813501,29.316586,72.98249,0.0,14.917212,35.64
2012,2012-09-01 15:30:00,46,郄野 恭平,1,1032,1180.78,26.813501,29.316586,72.98249,0.0,14.917212,35.64
2012,2012-09-01 15:30:00,47,芝 泰希,1,1462,1187.13,26.813501,29.316586,72.98249,0.0,14.917212,35.64
2012,2012-09-01 15:30:00,48,中川 修平,2,416,1190.37,26.813501,29.316586,72.98249,0.0,14.917212,35.64
2012,2012-09-01 15:30:00,49,中村 雄太,1,630,1190.79,26.813501,29.316586,72.98249,0.0,14.917212,35.64
2012,2012-09-01 15:30:00,50,野永 真隆,1,385,1197.53,26.813501,29.316586,72.98249,0.0,14.917212,35.64
2012,2012-09-01 15:30:00,51,大村 裕貴,1,516,1280.05,26.813501,29.316586,72.98249,0.0,14.917212,35.64
2012,2012-09-01 15:30:00,52,伊藤 諄,1,587,1293.78,26.813501,29.316586,72.98249,0.0,14.917212,35.64
2011,2011-08-13 16:05:00,1,阿部 貴博,2,92,956.19,26.0135,27.562353,63.745575,0.0,11.252519,30.239998
2011,2011-08-13 16:05:00,2,木村 圭佑,2,1203,960.37,26.0135,27.562353,63.745575,0.0,11.252519,30.239998
2011,2011-08-13 16:05:00,3,新関 涼介,1,1216,968.12,26.0135,27.562353,63.745575,0.0,11.252519,30.239998
2011,2011-08-13 16:05:00,4,山口 敏生,2,1291,1015.38,26.0135,27.562353,63.745575,0.0,11.252519,30.239998
2011,2011-08-13 16:05:00,5,松谷 俊太朗,2,546,1020.85,26.0135,27.562353,63.745575,0.0,11.252519,30.239998
2011,2011-08-13 16:05:00,6,網谷 勇俊,2,979,1021.27,26.0135,27.562353,63.745575,0.0,11.252519,30.239998
2011,2011-08-13 16:05:00,7,森岡 良介,1,1149,1032.22,26.0135,27.562353,63.745575,0.0,11.252519,30.239998
2011,2011-08-13 16:05:00,8,宮脇 康平,2,96,1034.9,26.0135,27.562353,63.745575,0.0,11.252519,30.239998
2011,2011-08-13 16:05:00,9,大野 太一,2,1295,1043.31,26.0135,27.562353,63.745575,0.0,11.252519,30.239998
2011,2011-08-13 16:05:00,10,飯島 颯太,1,199,1061.76,26.0135,27.562353,63.745575,0.0,11.252519,30.239998
2011,2011-08-13 16:05:00,11,宿谷 涼太郎,1,1086,1065.01,26.0135,27.562353,63.745575,0.0,11.252519,30.239998
2011,2011-08-13 16:05:00,12,澤野 圭祐,2,1250,1068.85,26.0135,27.562353,63.745575,0.0,11.252519,30.239998
2011,2011-08-13 16:05:00,13,宮本 日向,2,599,1073.28,26.0135,27.562353,63.745575,0.0,11.252519,30.239998
2011,2011-08-13 16:05:00,14,堀田 健太,2,744,1073.46,26.0135,27.562353,63.745575,0.0,11.252519,30.239998
2011,2011-08-13 16:05:00,15,米村 昌徒,1,506,1075.69,26.0135,27.562353,63.745575,0.0,11.252519,30.239998
2011,2011-08-13 16:05:00,16,田中 誠人,2,830,1089.67,26.0135,27.562353,63.745575,0.0,11.252519,30.239998
2011,2011-08-13 16:05:00,17,進藤 吉希,2,1062,1101.43,26.0135,27.562353,63.745575,0.0,11.252519,30.239998
2011,2011-08-13 16:05:00,18,工藤 幸太朗,2,355,1101.87,26.0135,27.562353,63.745575,0.0,11.252519,30.239998
2011,2011-08-13 16:05:00,19,美山 大地,1,955,1106.34,26.0135,27.562353,63.745575,0.0,11.252519,30.239998
2011,2011-08-13 16:05:00,20,阿曽 友哉,2,1437,1108.55,26.0135,27.562353,63.745575,0.0,11.252519,30.239998
2011,2011-08-13 16:05:00,21,阿部 勝平,1,280,1109.35,26.0135,27.562353,63.745575,0.0,11.252519,30.239998
2011,2011-08-13 16:05:00,22,荒木 隼,2,912,1111.92,26.0135,27.562353,63.745575,0.0,11.252519,30.239998
2011,2011-08-13 16:05:00,23,荒屋 将大,1,983,1115.33,26.0135,27.562353,63.745575,0.0,11.252519,30.239998
2011,2011-08-13 16:05:00,24,難波 海,2,196,1119.18,26.0135,27.562353,63.745575,0.0,11.252519,30.239998
2011,2011-08-13 16:05:00,25,樋口 星斗,1,953,1122.78,26.0135,27.562353,63.745575,0.0,11.252519,30.239998
2011,2011-08-13 16:05:00,26,北條 森,1,78,1129.63,26.0135,27.562353,63.745575,0.0,11.252519,30.239998
2011,2011-08-13 16:05:00,27,中村 駿一,1,328,1132.0,26.0135,27.562353,63.745575,0.0,11.252519,30.239998
2011,2011-08-13 16:05:00,28,山中 望,1,79,1132.29,26.0135,27.562353,63.745575,0.0,11.252519,30.239998
2011,2011-08-13 16:05:00,29,八代 裕基,2,26,1148.53,26.0135,27.562353,63.745575,0.0,11.252519,30.239998
2011,2011-08-13 16:05:00,30,蜂矢 泰士,1,173,1149.91,26.0135,27.562353,63.745575,0.0,11.252519,30.239998
2011,2011-08-13 16:05:00,31,眞所 亮太,1,920,1162.56,26.0135,27.562353,63.745575,0.0,11.252519,30.239998
2011,2011-08-13 16:05:00,32,増田 誠,1,392,1163.89,26.0135,27.562353,63.745575,0.0,11.252519,30.239998
2011,2011-08-13 16:05:00,33,野呂 和也,1,1029,1164.3,26.0135,27.562353,63.745575,0.0,11.252519,30.239998
2011,2011-08-13 16:05:00,34,松辻 隼也,2,1370,1164.31,26.0135,27.562353,63.745575,0.0,11.252519,30.239998
2011,2011-08-13 16:05:00,35,中川 哲哉,1,1423,1165.58,26.0135,27.562353,63.745575,0.0,11.252519,30.239998
2011,2011-08-13 16:05:00,36,佐藤 佳介,1,1068,1169.88,26.0135,27.562353,63.745575,0.0,11.252519,30.239998
2011,2011-08-13 16:05:00,37,牛来 俊介,1,254,1187.86,26.0135,27.562353,63.745575,0.0,11.252519,30.239998
2011,2011-08-13 16:05:00,38,菊地 和成,1,181,1187.91,26.0135,27.562353,63.745575,0.0,11.252519,30.239998
2011,2011-08-13 16:05:00,39,岡野 匠,1,223,1188.15,26.0135,27.562353,63.745575,0.0,11.252519,30.239998
2011,2011-08-13 16:05:00,40,丸山 晃平,1,1383,1201.84,26.0135,27.562353,63.745575,0.0,11.252519,30.239998
2011,2011-08-13 16:05:00,41,中川 修平,1,416,1229.48,26.0135,27.562353,63.745575,0.0,11.252519,30.239998
2011,2011-08-13 16:05:00,42,干場 慧悟,1,528,1391.52,26.0135,27.562353,63.745575,0.0,11.252519,30.239998
